s;v(signal_in);v(signal_out);time
0,00198288005776703;0;0,037945743650198;0,00198288005776703
0,0020000000949949;0;0,0319616682827473;0,0020000000949949
0,00200009997934103;0,5;0,0324292406439781;0,00200009997934103
0,00200029998086393;1,5;0,0343624502420425;0,00200029998086393
0,00200069998390973;3,5;0,0442053116858006;0,00200069998390973
0,0020010001026094;5;0,0568038001656532;0,0020010001026094
0,00200107996352017;5;0,0607551969587803;0,00200107996352017
0,00200123991817236;5;0,0686516687273979;0,00200123991817236
0,00200156006030738;5;0,084406778216362;0,00200156006030738
0,00200220011174679;5;0,11576621979475;0,00200220011174679
0,00200347998179495;5;0,177886843681335;0,00200347998179495
0,00200603995472193;5;0,299772799015045;0,00200603995472193
0,00201115990057588;5;0,534417510032654;0,00201115990057588
0,00202140002511442;5;0,969420969486237;0,00202140002511442
0,00204188004136086;5;1,71820783615112;0,00204188004136086
0,00208188011310995;5;2,81213855743408;0,00208188011310995
0,00212187995202839;5;3,54142570495605;0,00212187995202839
0,00216188002377748;5;4,02761697769165;0,00216188002377748
0,00220188009552658;5;4,35174465179443;0,00220188009552658
0,00224187993444502;5;4,56782960891724;0,00224187993444502
0,00228188000619411;5;4,71188640594482;0,00228188000619411
0,00232188007794321;5;4,80792427062988;0,00232188007794321
0,00236187991686165;5;4,87194967269897;0,00236187991686165
0,00240187998861074;5;4,91463327407837;0,00240187998861074
0,00244188006035984;5;4,94308853149414;0,00244188006035984
0,00248187989927828;5;4,96205902099609;0,00248187989927828
0,00250099995173514;5;4,9686803817749;0,00250099995173514
0,00250110006891191;4,5;4,96821212768555;0,00250110006891191
0,00250130007043481;3,5;4,96627759933472;0,00250130007043481
0,00250170007348061;1,5;4,9564323425293;0,00250170007348061
0,00250199995934963;0;4,94383192062378;0,00250199995934963
0,00250208005309105;0;4,93987989425659;0,00250208005309105
0,00250224000774324;0;4,93198251724243;0,00250224000774324
0,00250255991704762;0;4,91622543334961;0,00250255991704762
0,00250319996848702;0;4,88486194610596;0,00250319996848702
0,00250448007136583;0;4,8227334022522;0,00250448007136583
0,00250704004429281;0;4,7008318901062;0,00250704004429281
0,00251215999014676;0;4,46615695953369;0,00251215999014676
0,0025224001146853;0;4,03109741210937;0,0025224001146853
0,00254287989810109;0;3,28221416473389;0,00254287989810109
0,00258287996985018;0;2,18814277648926;0,00258287996985018
0,00262288004159927;0;1,4587619304657;0,00262288004159927
0,00266288011334836;0;0,972507953643799;0,00266288011334836
0,00270287995226681;0;0,648338615894318;0,00270287995226681
0,0027428800240159;0;0,432225733995438;0,0027428800240159
0,00278288009576499;0;0,288150489330292;0,00278288009576499
0,00282287993468344;0;0,192100331187248;0,00282287993468344
0,00286288000643253;0;0,128066882491112;0,00286288000643253
0,00290288007818162;0;0,085377924144268;0,00290288007818162
0,00294287991710007;0;0,0569186173379421;0,00294287991710007
0,00298287998884916;0;0,037945743650198;0,00298287998884916
0,00300000002607703;0;0,0319616682827473;0,00300000002607703
